age,earnings,industry,home_geoid,work_geoid
low,high,other,250250203021,250173531022
low,high,other,250250203021,250173531022
high,high,other,250250203021,250173531022
low,low,other,250250203021,250173531022
low,mid,other,250250203021,250173531022
low,high,other,250250203021,250173531022
high,low,other,250250203021,250173531022
low,high,other,250250203021,250173531022
low,mid,other,250250203021,250173531022
high,high,other,250250203021,250173531022
low,high,other,250250203021,250173531022
mid,high,other,250250203031,250173521021
mid,high,other,250250203031,250173521021
low,high,other,250250203031,250173521021
low,high,other,250250203031,250173521021
mid,high,other,250250203031,250173521021
mid,high,other,250250203031,250173521021
mid,high,other,250250203031,250173521021
mid,high,other,250250203031,250173521021
low,high,other,250250203031,250173521021
mid,mid,other,250250203031,250173523001
mid,mid,other,250250203031,250173523001
mid,low,other,250250203031,250173523002
mid,high,other,250250203031,250173523002
mid,high,goods_prod,250250203031,250173523002
mid,high,goods_prod,250250203031,250173523002
mid,high,other,250250203031,250173523002
mid,high,other,250250203031,250173523002
mid,high,other,250250203031,250173523002
mid,high,goods_prod,250250203031,250173523002
mid,high,other,250250203031,250173523002
mid,high,other,250250203031,250173524001
low,high,other,250250203031,250173524001
low,high,other,250250203031,250173524002
mid,high,other,250250203031,250173524002
mid,high,other,250250203031,250173524002
mid,high,other,250250203031,250173524002
low,high,other,250250203031,250173524002
low,high,other,250250203031,250173524002
mid,high,other,250250203031,250173524002
mid,high,other,250250203031,250173524002
low,high,other,250250203031,250173524002
low,high,other,250250203031,250173524002
low,high,goods_prod,250250203031,250173524002
mid,high,other,250250203031,250173524002
high,high,other,250250203031,250173524002
mid,high,other,250250203031,250173524002
high,high,other,250250203031,250173524002
low,high,other,250250203031,250173524002
high,high,other,250250203031,250173524002
mid,high,other,250250203031,250173524002
low,high,other,250250203031,250173524002
low,high,other,250250203031,250173524002
mid,high,other,250250203031,250173524002
mid,high,other,250250203031,250173524002
mid,high,other,250250203031,250173524002
high,high,other,250250203031,250173524002
mid,high,other,250250203031,250173531022
mid,high,other,250250203031,250173531022
mid,high,other,250250203031,250173531022
low,high,other,250250203032,250173521021
mid,high,other,250250203032,250173521021
mid,high,other,250250203032,250173521021
mid,high,other,250250203032,250173521021
mid,high,other,250250203032,250173521021
mid,high,other,250250203032,250173521021
low,low,other,250250203032,250173521021
low,high,other,250250203032,250173521021
low,high,other,250250203032,250173521021
low,high,other,250250203032,250173521021
low,high,other,250250203032,250173521021
low,high,other,250250203032,250173521021
low,high,other,250250203032,250173521021
mid,high,goods_prod,250250203032,250173523001
mid,high,other,250250203032,250173523002
low,high,other,250250203032,250173523002
mid,high,other,250250203032,250173523002
low,high,other,250250203032,250173523002
mid,high,other,250250203032,250173523002
mid,high,other,250250203032,250173523002
high,high,other,250250203032,250173523002
low,high,other,250250203032,250173523002
mid,high,other,250250203032,250173523002
mid,high,other,250250203032,250173523002
mid,high,other,250250203032,250173523002
mid,high,other,250250203032,250173524002
mid,low,other,250250203032,250173524002
mid,high,other,250250203032,250173524002
low,high,other,250250203032,250173524002
mid,high,other,250250203032,250173524002
mid,high,other,250250203032,250173524002
mid,high,other,250250203032,250173524002
mid,high,trade_trans_util,250250203032,250173524002
mid,high,other,250250203032,250173524002
mid,high,other,250250203032,250173524002
mid,high,other,250250203032,250173524002
mid,high,trade_trans_util,250250203032,250173524002
mid,high,other,250250203032,250173524002
mid,low,trade_trans_util,250250203032,250173524002
mid,mid,other,250250203032,250173531022
mid,high,other,250250203032,250173531022
mid,high,other,250250203032,250173531022
low,mid,other,250250203032,250173531022
mid,high,other,250250203033,250173521021
low,high,other,250250203033,250173521021
mid,high,trade_trans_util,250250203033,250173521021
mid,high,other,250250203033,250173521021
low,high,other,250250203033,250173521021
mid,high,other,250250203033,250173521021
low,high,other,250250203033,250173521021
low,high,other,250250203033,250173521021
low,high,other,250250203033,250173521021
low,high,other,250250203033,250173521021
low,high,trade_trans_util,250250203033,250173521021
low,high,other,250250203033,250173521021
mid,high,other,250250203033,250173521021
low,high,other,250250203033,250173521021
low,high,other,250250203033,250173521021
high,high,trade_trans_util,250250203033,250173523001
high,high,other,250250203033,250173523001
mid,high,other,250250203033,250173523002
low,high,other,250250203033,250173523002
mid,high,other,250250203033,250173523002
high,high,trade_trans_util,250250203033,250173523002
mid,high,other,250250203033,250173523002
mid,high,other,250250203033,250173523002
low,high,trade_trans_util,250250203033,250173523002
mid,high,other,250250203033,250173523002
mid,high,other,250250203033,250173523002
high,high,other,250250203033,250173523002
low,high,other,250250203033,250173523002
mid,high,other,250250203033,250173524001
mid,high,trade_trans_util,250250203033,250173524001
low,high,trade_trans_util,250250203033,250173524001
mid,high,trade_trans_util,250250203033,250173524001
high,high,other,250250203033,250173524002
mid,high,other,250250203033,250173524002
mid,high,other,250250203033,250173524002
low,high,other,250250203033,250173524002
mid,high,trade_trans_util,250250203033,250173524002
low,high,other,250250203033,250173524002
low,high,other,250250203033,250173524002
low,high,other,250250203033,250173524002
high,high,goods_prod,250250203033,250173524002
mid,high,other,250250203033,250173524002
mid,high,other,250250203033,250173524002
high,high,goods_prod,250250203033,250173524002
low,high,other,250250203033,250173524002
mid,high,other,250250203033,250173524002
mid,high,other,250250203033,250173524002
low,low,other,250250203033,250173524002
mid,high,other,250250203033,250173524002
high,high,goods_prod,250250203033,250173524002
low,high,other,250250203033,250173524002
low,high,goods_prod,250250203033,250173524002
mid,high,other,250250203033,250173524002
high,high,other,250250203033,250173524002
mid,high,other,250250203033,250173524002
mid,high,other,250250203033,250173524002
high,high,other,250250203033,250173524002
mid,high,other,250250203033,250173524002
mid,high,other,250250203033,250173524002
mid,high,other,250250203033,250173524002
low,low,other,250250203033,250173524002
mid,high,goods_prod,250250203033,250173524002
mid,high,other,250250203033,250173524002
mid,high,other,250250203033,250173531022
low,high,other,250250203033,250173531022
mid,low,other,250250203033,250173531022
mid,high,other,250250203033,250173531022
high,low,other,250250203033,250173531022
mid,high,other,250250203033,250173531022
mid,high,other,250250203033,250173531022
high,high,other,250250203033,250173531022
mid,low,other,250250203033,250173531022
mid,high,other,250250301001,250173521021
low,high,other,250250301001,250173521021
low,high,other,250250301001,250173521021
low,high,other,250250301001,250173521021
low,high,other,250250301001,250173521021
low,high,other,250250301001,250173521021
low,high,other,250250301001,250173521021
mid,high,other,250250301001,250173521021
mid,high,other,250250301001,250173521021
low,high,other,250250301001,250173521021
low,high,other,250250301001,250173523001
low,high,other,250250301001,250173523002
low,high,other,250250301001,250173523002
mid,high,other,250250301001,250173524002
low,high,other,250250301001,250173524002
high,high,other,250250301001,250173524002
mid,high,other,250250301001,250173524002
mid,high,goods_prod,250250301001,250173524002
mid,high,other,250250301001,250173524002
mid,high,other,250250301001,250173524002
high,high,other,250250301001,250173524002
low,high,goods_prod,250250301001,250173524002
high,high,other,250250301001,250173524002
mid,high,other,250250301001,250173531022
low,high,other,250250301001,250173531022
low,high,other,250250301001,250173531022
mid,high,other,250250301001,250173531022
mid,high,other,250250301001,250173531022
mid,mid,trade_trans_util,250250301002,250173521021
mid,high,trade_trans_util,250250301002,250173521021
mid,high,other,250250301002,250173521021
low,high,other,250250301002,250173521021
low,high,trade_trans_util,250250301002,250173521021
low,mid,trade_trans_util,250250301002,250173521021
low,high,other,250250301002,250173521021
mid,high,other,250250301002,250173521021
low,high,other,250250301002,250173521021
mid,high,other,250250301002,250173521021
low,high,other,250250301002,250173523001
mid,high,other,250250301002,250173523002
mid,high,other,250250301002,250173524001
mid,high,other,250250301002,250173524001
high,high,other,250250301002,250173524002
low,high,goods_prod,250250301002,250173524002
low,high,other,250250301002,250173524002
low,high,other,250250301002,250173524002
low,high,other,250250301002,250173524002
high,high,other,250250301002,250173524002
low,mid,other,250250301002,250173531022
mid,low,other,250250301002,250173531022
mid,high,other,250250301002,250173531022
mid,high,other,250250302001,250173521021
low,high,other,250250302001,250173521021
low,high,trade_trans_util,250250302001,250173521021
mid,high,trade_trans_util,250250302001,250173521021
low,high,other,250250302001,250173521021
low,high,trade_trans_util,250250302001,250173521021
low,high,trade_trans_util,250250302001,250173521021
low,high,other,250250302001,250173521021
low,high,other,250250302001,250173521021
mid,high,other,250250302001,250173521021
low,high,other,250250302001,250173523001
mid,high,other,250250302001,250173523001
low,high,other,250250302001,250173523002
low,high,other,250250302001,250173523002
mid,high,other,250250302001,250173523002
mid,high,other,250250302001,250173523002
low,high,other,250250302001,250173523002
mid,high,other,250250302001,250173523002
mid,high,other,250250302001,250173523002
low,high,other,250250302001,250173523002
mid,high,other,250250302001,250173523002
low,high,other,250250302001,250173523002
low,high,other,250250302001,250173523002
mid,high,other,250250302001,250173523002
mid,high,other,250250302001,250173523002
high,high,other,250250302001,250173524001
high,mid,other,250250302001,250173524001
low,high,other,250250302001,250173524002
mid,high,other,250250302001,250173524002
low,mid,other,250250302001,250173524002
mid,high,other,250250302001,250173524002
mid,high,other,250250302001,250173524002
mid,mid,other,250250302001,250173524002
mid,high,other,250250302001,250173524002
mid,mid,other,250250302001,250173524002
mid,mid,other,250250302001,250173524002
mid,high,other,250250302001,250173524002
mid,high,other,250250302001,250173524002
low,mid,other,250250302001,250173524002
high,high,other,250250302001,250173524002
low,high,other,250250302001,250173524002
mid,high,other,250250302001,250173524002
high,high,other,250250302001,250173531022
low,high,other,250250302001,250173531022
high,high,other,250250302001,250173531022
mid,high,trade_trans_util,250250303001,250173521021
mid,high,other,250250303001,250173521021
low,high,trade_trans_util,250250303001,250173521021
high,high,other,250250303001,250173521021
high,high,other,250250303001,250173521021
mid,high,other,250250303001,250173521021
mid,high,other,250250303001,250173521021
mid,high,other,250250303001,250173521021
high,high,trade_trans_util,250250303001,250173521021
high,high,other,250250303001,250173521021
mid,mid,other,250250303001,250173521021
mid,high,other,250250303001,250173521021
mid,high,other,250250303001,250173523001
high,high,other,250250303001,250173523002
mid,high,other,250250303001,250173523002
high,high,other,250250303001,250173523002
mid,high,other,250250303001,250173523002
high,high,other,250250303001,250173523002
high,high,other,250250303001,250173523002
high,high,other,250250303001,250173523002
mid,mid,other,250250303001,250173524001
mid,high,other,250250303001,250173524002
mid,high,other,250250303001,250173524002
mid,high,other,250250303001,250173524002
mid,high,other,250250303001,250173524002
mid,high,other,250250303001,250173524002
mid,high,goods_prod,250250303001,250173524002
high,high,other,250250303001,250173524002
mid,high,other,250250303001,250173524002
mid,high,other,250250303001,250173524002
mid,high,other,250250303001,250173524002
mid,high,other,250250303001,250173531022
mid,high,other,250250303001,250173531022
mid,high,other,250250303001,250173531022
mid,high,other,250250303001,250173531022
mid,high,other,250250303001,250173531022
mid,high,other,250250303001,250173531022
mid,high,other,250250303001,250173531022
high,high,other,250250303002,250173521021
mid,high,other,250250303002,250173521021
mid,mid,other,250250303002,250173521021
mid,high,other,250250303002,250173521021
high,high,trade_trans_util,250250303002,250173521021
low,high,other,250250303002,250173521021
mid,high,other,250250303002,250173521021
low,high,trade_trans_util,250250303002,250173521021
mid,high,other,250250303002,250173521021
mid,high,other,250250303002,250173521021
high,high,other,250250303002,250173521021
mid,high,other,250250303002,250173521021
mid,high,other,250250303002,250173523001
high,high,other,250250303002,250173523001
low,high,other,250250303002,250173523002
mid,high,other,250250303002,250173523002
mid,high,other,250250303002,250173523002
mid,high,other,250250303002,250173523002
mid,high,other,250250303002,250173523002
mid,high,other,250250303002,250173523002
low,high,other,250250303002,250173524001
mid,high,other,250250303002,250173524002
mid,high,goods_prod,250250303002,250173524002
mid,high,other,250250303002,250173524002
mid,high,other,250250303002,250173524002
mid,high,trade_trans_util,250250303002,250173524002
mid,low,other,250250303002,250173524002
mid,high,other,250250303002,250173524002
mid,high,other,250250303002,250173524002
low,high,other,250250303002,250173524002
low,high,other,250250303002,250173524002
mid,low,other,250250303002,250173524002
high,high,other,250250303002,250173531022
mid,high,other,250250303002,250173531022
mid,high,other,250250303002,250173531022
high,high,other,250250303002,250173531022
high,high,other,250250303002,250173531022
mid,high,other,250250303002,250173531022
low,high,other,250250303003,250173521021
low,high,other,250250303003,250173521021
low,high,trade_trans_util,250250303003,250173521021
mid,low,trade_trans_util,250250303003,250173521021
low,high,other,250250303003,250173521021
mid,high,other,250250303003,250173523001
high,high,other,250250303003,250173523002
mid,high,other,250250303003,250173523002
mid,high,other,250250303003,250173523002
high,high,other,250250303003,250173523002
mid,high,other,250250303003,250173523002
mid,high,other,250250303003,250173523002
mid,high,other,250250303003,250173523002
mid,high,other,250250303003,250173523002
mid,high,other,250250303003,250173524001
high,high,other,250250303003,250173524002
mid,high,other,250250303003,250173524002
mid,high,other,250250303003,250173524002
mid,high,other,250250303003,250173524002
mid,high,other,250250303003,250173524002
mid,high,other,250250303003,250173524002
mid,high,other,250250303003,250173524002
mid,high,other,250250303003,250173524002
mid,high,other,250250303003,250173524002
low,high,other,250250303003,250173531022
mid,high,other,250250303003,250173531022
low,high,other,250250303003,250173531022
mid,high,other,250250303003,250173531022
high,high,other,250250303003,250173531022
mid,high,other,250250303003,250173531022
low,high,other,250250303003,250173531022
mid,high,other,250250303004,250173521021
mid,high,other,250250303004,250173521021
mid,high,other,250250303004,250173521021
mid,high,other,250250303004,250173521021
low,high,other,250250303004,250173523001
low,high,other,250250303004,250173523002
mid,high,other,250250303004,250173523002
mid,high,other,250250303004,250173524001
mid,high,other,250250303004,250173524002
low,mid,other,250250303004,250173524002
low,mid,other,250250303004,250173524002
mid,high,other,250250303004,250173531022
mid,high,other,250250303004,250173531022
low,mid,trade_trans_util,250250304001,250173521021
low,high,other,250250304001,250173521021
low,high,trade_trans_util,250250304001,250173521021
mid,mid,other,250250304001,250173521021
low,high,other,250250304001,250173521021
mid,high,other,250250304001,250173521021
low,high,other,250250304001,250173521021
mid,high,trade_trans_util,250250304001,250173521021
mid,high,trade_trans_util,250250304001,250173521021
mid,mid,trade_trans_util,250250304001,250173521021
low,high,trade_trans_util,250250304001,250173521021
low,high,other,250250304001,250173521021
mid,high,other,250250304001,250173521021
mid,high,trade_trans_util,250250304001,250173521021
low,high,other,250250304001,250173521021
low,low,other,250250304001,250173521021
mid,mid,other,250250304001,250173521021
mid,high,trade_trans_util,250250304001,250173521021
low,high,other,250250304001,250173523001
low,high,other,250250304001,250173523002
mid,high,other,250250304001,250173523002
mid,mid,other,250250304001,250173523002
mid,mid,other,250250304001,250173523002
mid,high,other,250250304001,250173523002
low,mid,other,250250304001,250173524001
low,high,other,250250304001,250173524002
low,high,other,250250304001,250173524002
mid,high,other,250250304001,250173524002
low,low,other,250250304001,250173524002
low,high,other,250250304001,250173524002
low,high,other,250250304001,250173524002
mid,low,other,250250304001,250173524002
low,high,goods_prod,250250304001,250173524002
high,high,other,250250304001,250173524002
mid,high,other,250250304001,250173524002
mid,high,other,250250304001,250173524002
mid,high,other,250250304001,250173524002
mid,high,other,250250304001,250173524002
mid,high,other,250250304001,250173524002
high,high,other,250250304001,250173524002
mid,low,other,250250304001,250173524002
high,high,other,250250304001,250173524002
low,high,other,250250304001,250173531022
mid,high,other,250250304001,250173531022
low,high,other,250250304001,250173531022
low,high,other,250250304001,250173531022
low,high,other,250250304001,250173531022
low,high,other,250250304002,250173521021
mid,high,other,250250304002,250173521021
low,high,trade_trans_util,250250304002,250173521021
low,high,other,250250304002,250173521021
low,mid,trade_trans_util,250250304002,250173521021
mid,high,other,250250304002,250173521021
mid,high,other,250250304002,250173521021
low,high,other,250250304002,250173521021
low,high,other,250250304002,250173521021
low,high,other,250250304002,250173521021
low,high,other,250250304002,250173521021
low,high,other,250250304002,250173523002
low,high,other,250250304002,250173523002
high,high,other,250250304002,250173523002
low,high,other,250250304002,250173523002
low,high,other,250250304002,250173524001
low,low,other,250250304002,250173524002
mid,high,other,250250304002,250173524002
mid,high,other,250250304002,250173524002
low,high,goods_prod,250250304002,250173524002
mid,high,other,250250304002,250173524002
mid,high,goods_prod,250250304002,250173524002
low,high,other,250250304002,250173524002
high,high,other,250250304002,250173524002
mid,high,other,250250304002,250173531022
mid,high,other,250250304002,250173531022
mid,high,other,250250304002,250173531022
low,high,other,250250305001,250173521021
low,high,other,250250305001,250173521021
low,high,other,250250305001,250173521021
low,high,other,250250305001,250173521021
mid,high,other,250250305001,250173523001
low,high,other,250250305001,250173524001
low,high,other,250250305001,250173524002
high,high,other,250250305001,250173524002
low,high,other,250250305001,250173524002
mid,high,other,250250305001,250173524002
high,high,other,250250305001,250173524002
high,high,other,250250305001,250173524002
low,high,other,250250305001,250173524002
low,high,other,250250305001,250173531022
mid,high,other,250250305001,250173531022
low,high,other,250250305001,250173531022
low,high,other,250250305001,250173531022
low,high,other,250250305001,250173531022
mid,high,other,250250305001,250173531022
low,high,other,250250305002,250173521021
low,high,other,250250305002,250173521021
low,high,other,250250305002,250173521021
low,high,other,250250305002,250173521021
low,high,other,250250305002,250173521021
low,high,other,250250305002,250173521021
mid,high,goods_prod,250250305002,250173523001
mid,high,other,250250305002,250173523002
low,high,other,250250305002,250173523002
mid,high,other,250250305002,250173523002
mid,high,other,250250305002,250173523002
low,high,other,250250305002,250173523002
low,high,other,250250305002,250173523002
mid,high,other,250250305002,250173523002
low,high,other,250250305002,250173523002
mid,high,other,250250305002,250173524001
mid,high,other,250250305002,250173524001
mid,low,goods_prod,250250305002,250173524002
low,high,goods_prod,250250305002,250173524002
mid,high,goods_prod,250250305002,250173524002
mid,high,other,250250305002,250173524002
low,high,goods_prod,250250305002,250173524002
low,high,other,250250305002,250173531022
mid,high,other,250250305002,250173531022
low,high,other,250250305002,250173531022
high,high,other,250250305002,250173531022
mid,high,other,250250305002,250173531022
mid,high,other,250250305002,250173531022
low,high,other,250250305002,250173531022
low,high,other,250250305003,250173521021
low,high,other,250250305003,250173521021
low,high,other,250250305003,250173521021
low,mid,other,250250305003,250173521021
low,high,other,250250305003,250173521021
low,mid,other,250250305003,250173521021
low,high,other,250250305003,250173523002
low,high,other,250250305003,250173523002
mid,high,other,250250305003,250173524002
mid,low,other,250250305003,250173524002
low,high,other,250250305003,250173524002
mid,high,other,250250305003,250173524002
low,high,other,250250305003,250173524002
mid,high,other,250250305003,250173524002
mid,high,other,250250305003,250173524002
low,high,other,250250305003,250173524002
low,high,other,250250305003,250173524002
mid,high,other,250250305003,250173531022
mid,high,other,250250305003,250173531022
mid,high,other,250250305003,250173531022
mid,high,other,250250305003,250173531022
high,high,other,250250401001,250173521021
mid,high,other,250250401001,250173521021
low,high,other,250250401001,250173521021
mid,high,other,250250401001,250173521021
mid,high,other,250250401001,250173521021
mid,high,other,250250401001,250173521021
mid,high,other,250250401001,250173521021
high,high,trade_trans_util,250250401001,250173521021
low,high,other,250250401001,250173521021
low,high,other,250250401001,250173521021
mid,high,trade_trans_util,250250401001,250173521021
mid,high,trade_trans_util,250250401001,250173521021
mid,high,other,250250401001,250173521021
high,high,other,250250401001,250173521021
mid,high,goods_prod,250250401001,250173523001
mid,high,goods_prod,250250401001,250173523002
mid,high,other,250250401001,250173523002
mid,high,other,250250401001,250173523002
mid,high,other,250250401001,250173523002
mid,high,other,250250401001,250173523002
mid,high,other,250250401001,250173523002
mid,mid,other,250250401001,250173523002
mid,high,other,250250401001,250173523002
mid,high,other,250250401001,250173523002
mid,high,other,250250401001,250173523002
mid,high,other,250250401001,250173524002
mid,high,other,250250401001,250173524002
mid,high,other,250250401001,250173524002
low,high,other,250250401001,250173524002
high,high,other,250250401001,250173524002
high,high,other,250250401001,250173524002
mid,high,other,250250401001,250173524002
high,high,other,250250401001,250173524002
high,high,other,250250401001,250173524002
mid,high,other,250250401001,250173524002
high,high,other,250250401001,250173524002
low,high,other,250250401001,250173524002
high,high,other,250250401001,250173531022
mid,low,other,250250401001,250173531022
low,high,other,250250401001,250173531022
mid,low,other,250250401001,250173531022
mid,low,other,250250401002,250173521021
low,low,other,250250401002,250173521021
low,high,other,250250401002,250173521021
low,high,other,250250401002,250173521021
low,high,other,250250401002,250173521021
mid,high,other,250250401002,250173523001
mid,high,other,250250401002,250173523001
high,high,goods_prod,250250401002,250173523001
mid,high,goods_prod,250250401002,250173523001
mid,high,other,250250401002,250173523002
mid,high,other,250250401002,250173523002
mid,high,goods_prod,250250401002,250173523002
mid,high,goods_prod,250250401002,250173523002
mid,high,other,250250401002,250173523002
mid,high,other,250250401002,250173523002
mid,high,other,250250401002,250173523002
mid,high,other,250250401002,250173524002
mid,high,other,250250401002,250173524002
mid,high,other,250250401002,250173524002
mid,high,other,250250401002,250173524002
mid,high,other,250250401002,250173524002
mid,high,other,250250401002,250173524002
mid,high,other,250250401002,250173524002
mid,high,other,250250401002,250173524002
mid,high,other,250250401002,250173524002
mid,high,other,250250401002,250173524002
mid,high,other,250250401002,250173524002
mid,high,other,250250401002,250173524002
mid,high,other,250250401002,250173524002
mid,high,other,250250401002,250173524002
high,high,other,250250401002,250173531022
high,high,other,250250401002,250173531022
low,high,other,250250401002,250173531022
high,high,other,250250401002,250173531022
high,high,other,250250401002,250173531022
mid,high,other,250250401002,250173531022
low,low,trade_trans_util,250250402001,250173521021
low,high,trade_trans_util,250250402001,250173521021
mid,low,other,250250402001,250173523002
mid,low,other,250250402001,250173523002
mid,low,other,250250402001,250173523002
mid,high,other,250250402001,250173524002
mid,high,other,250250402001,250173524002
mid,high,other,250250402001,250173524002
mid,high,other,250250402001,250173524002
mid,high,other,250250402001,250173524002
mid,high,other,250250402001,250173531022
mid,low,other,250250402001,250173531022
low,mid,other,250250402001,250173531022
low,low,other,250250402001,250173531022
mid,high,other,250250402002,250173521021
high,high,other,250250402002,250173521021
high,high,other,250250402002,250173521021
mid,mid,other,250250402002,250173521021
mid,high,other,250250402002,250173521021
mid,mid,other,250250402002,250173521021
mid,high,other,250250402002,250173523002
mid,mid,other,250250402002,250173523002
mid,mid,other,250250402002,250173523002
mid,mid,other,250250402002,250173523002
high,mid,other,250250402002,250173523002
mid,mid,other,250250402002,250173523002
mid,high,other,250250402002,250173524002
high,low,goods_prod,250250402002,250173524002
low,high,other,250250402002,250173524002
high,mid,trade_trans_util,250250402002,250173524002
mid,high,other,250250402002,250173524002
mid,low,goods_prod,250250402002,250173524002
mid,mid,other,250250402002,250173524002
mid,high,other,250250402002,250173524002
mid,low,other,250250402002,250173531022
mid,high,other,250250402002,250173531022
mid,high,other,250250402002,250173531022
high,mid,other,250250402002,250173531022
mid,high,other,250250403001,250173521021
mid,high,other,250250403001,250173521021
mid,high,other,250250403001,250173523002
low,high,other,250250403001,250173523002
high,high,other,250250403001,250173524002
high,high,other,250250403001,250173524002
high,high,other,250250403001,250173524002
mid,high,other,250250403001,250173531022
mid,high,other,250250403001,250173531022
mid,high,other,250250403002,250173521021
mid,high,other,250250403002,250173521021
mid,high,other,250250403002,250173521021
mid,high,other,250250403002,250173521021
low,high,other,250250403002,250173521021
mid,high,trade_trans_util,250250403002,250173521021
low,high,other,250250403002,250173521021
low,high,trade_trans_util,250250403002,250173521021
mid,high,other,250250403002,250173521021
low,high,other,250250403002,250173521021
low,high,other,250250403002,250173521021
low,high,other,250250403002,250173521021
mid,high,goods_prod,250250403002,250173523001
mid,low,goods_prod,250250403002,250173523001
mid,high,other,250250403002,250173523002
mid,high,other,250250403002,250173523002
mid,high,other,250250403002,250173523002
mid,mid,other,250250403002,250173523002
mid,high,other,250250403002,250173523002
mid,high,goods_prod,250250403002,250173523002
mid,mid,other,250250403002,250173523002
mid,high,other,250250403002,250173524001
mid,high,other,250250403002,250173524002
low,high,other,250250403002,250173524002
mid,high,other,250250403002,250173524002
mid,high,other,250250403002,250173524002
low,high,other,250250403002,250173524002
mid,high,other,250250403002,250173524002
low,high,goods_prod,250250403002,250173524002
mid,high,other,250250403002,250173524002
low,high,other,250250403002,250173524002
mid,high,other,250250403002,250173524002
mid,high,other,250250403002,250173524002
mid,high,other,250250403002,250173531022
mid,high,other,250250403002,250173531022
low,high,other,250250403003,250173521021
mid,high,other,250250403003,250173521021
mid,high,other,250250403003,250173521021
mid,high,other,250250403003,250173521021
mid,high,other,250250403003,250173521021
mid,high,other,250250403003,250173521021
mid,high,other,250250403003,250173521021
mid,high,other,250250403003,250173521021
mid,high,other,250250403003,250173521021
mid,mid,goods_prod,250250403003,250173523002
mid,high,other,250250403003,250173523002
mid,high,other,250250403003,250173523002
mid,high,goods_prod,250250403003,250173523002
mid,high,other,250250403003,250173523002
mid,high,other,250250403003,250173523002
high,high,other,250250403003,250173524002
mid,high,other,250250403003,250173524002
mid,high,other,250250403003,250173524002
mid,high,other,250250403003,250173524002
mid,high,other,250250403003,250173524002
mid,high,other,250250403003,250173524002
mid,high,other,250250403003,250173524002
mid,high,other,250250403003,250173531022
mid,high,other,250250403003,250173531022
mid,high,other,250250403003,250173531022
mid,high,other,250250403003,250173531022
mid,high,other,250250403003,250173531022
mid,high,other,250250403004,250173521021
mid,high,other,250250403004,250173521021
mid,high,other,250250403004,250173521021
mid,high,other,250250403004,250173521021
mid,high,other,250250403004,250173521021
mid,high,other,250250403004,250173521021
low,high,other,250250403004,250173521021
mid,high,other,250250403004,250173523001
mid,high,other,250250403004,250173523002
mid,high,other,250250403004,250173523002
mid,high,other,250250403004,250173523002
mid,high,goods_prod,250250403004,250173523002
low,high,goods_prod,250250403004,250173523002
low,high,other,250250403004,250173524002
mid,high,goods_prod,250250403004,250173524002
high,high,other,250250403004,250173524002
high,high,other,250250403004,250173524002
mid,high,other,250250403004,250173531022
mid,high,other,250250403005,250173521021
mid,low,other,250250403005,250173521021
low,low,other,250250403005,250173521021
mid,high,other,250250403005,250173521021
mid,high,trade_trans_util,250250403005,250173521021
mid,high,other,250250403005,250173521021
mid,high,other,250250403005,250173521021
mid,high,other,250250403005,250173521021
low,high,other,250250403005,250173521021
mid,high,other,250250403005,250173521021
mid,high,other,250250403005,250173523002
mid,high,other,250250403005,250173523002
mid,high,other,250250403005,250173523002
low,high,other,250250403005,250173523002
mid,high,other,250250403005,250173524002
mid,high,other,250250403005,250173524002
mid,high,other,250250403005,250173524002
mid,high,other,250250403005,250173524002
mid,high,other,250250403005,250173524002
mid,high,other,250250404011,250173521021
mid,high,other,250250404011,250173521021
low,high,other,250250404011,250173521021
mid,high,trade_trans_util,250250404011,250173521021
mid,high,trade_trans_util,250250404011,250173521021
low,high,other,250250404011,250173521021
mid,high,other,250250404011,250173521021
mid,high,other,250250404011,250173521021
mid,high,trade_trans_util,250250404011,250173521021
mid,high,other,250250404011,250173521021
mid,high,other,250250404011,250173523001
mid,high,other,250250404011,250173523002
mid,high,other,250250404011,250173523002
mid,high,other,250250404011,250173524001
mid,high,other,250250404011,250173524002
mid,high,other,250250404011,250173524002
mid,high,other,250250404011,250173524002
mid,high,goods_prod,250250404011,250173524002
mid,low,goods_prod,250250404011,250173524002
mid,high,other,250250404011,250173524002
mid,high,other,250250404011,250173524002
mid,high,other,250250404011,250173524002
mid,high,other,250250404011,250173524002
mid,high,other,250250404011,250173524002
low,low,other,250250404011,250173524002
mid,high,other,250250404011,250173524002
low,low,goods_prod,250250404011,250173524002
mid,high,goods_prod,250250404011,250173524002
mid,high,other,250250404011,250173524002
mid,high,other,250250404011,250173524002
mid,high,other,250250404011,250173524002
mid,high,other,250250404011,250173524002
low,high,other,250250404011,250173524002
low,high,other,250250404011,250173524002
mid,high,goods_prod,250250404011,250173524002
high,high,other,250250404011,250173531022
low,low,other,250250404011,250173531022
low,low,other,250250404011,250173531022
mid,high,other,250250404011,250173531022
mid,low,other,250250404011,250173531022
low,high,other,250250404011,250173531022
low,low,other,250250404011,250173531022
low,high,other,250250404011,250173531022
mid,low,other,250250404011,250173531022
high,high,other,250250404011,250173531022
low,low,other,250250404011,250173531022
mid,low,other,250250404011,250173531022
mid,high,trade_trans_util,250250404012,250173521021
mid,high,other,250250404012,250173521021
low,low,other,250250404012,250173521021
mid,high,other,250250404012,250173521021
mid,low,other,250250404012,250173521021
low,high,trade_trans_util,250250404012,250173521021
